Video,Blinking,Eyebrow Contractions,Cheek Raising,Facial Twitching,Yawning,Smiling,Frowning,Looking Away
1100112025.mp4,0,0,7,1,1,0,0,0
1100112026.mp4,0,0,21,0,1,0,0,0
1100112029.mp4,2,0,0,0,1,0,0,0
1100112030.mp4,1,0,1,4,1,0,0,0
1100112033.mp4,1,0,0,1,1,0,0,0
1100112035.mp4,0,0,0,1,1,0,0,0
1100112036.mp4,2,0,0,2,1,0,0,0
1100112037.mp4,0,0,0,0,1,0,0,0
1100112038.mp4,1,0,0,1,1,0,0,0
1100112039.mp4,4,0,0,1,1,0,0,0
1100112040.mp4,2,0,0,1,1,0,0,0
1100112041.mp4,3,0,0,4,1,0,0,0
1100112042.mp4,2,0,0,2,1,0,0,0
1100112043.mp4,3,0,0,1,1,0,0,0
1100112044.mp4,2,0,0,2,1,0,0,0
1100112045.mp4,0,0,0,0,1,0,0,0
1100112047.mp4,2,0,1,10,1,0,0,0
1100112048.mp4,2,0,0,1,1,0,0,0
1100112051.mp4,0,0,30,1,1,0,0,0
1100112052.mp4,5,0,10,2,1,0,0,0
1100112053.mp4,4,0,8,2,1,0,0,0
1100112056.mp4,0,0,1,25,1,0,0,0
1100112057.mp4,3,0,9,40,1,2,0,0
1100112058.mp4,2,0,0,0,1,0,0,0
1100112059.mp4,1,0,0,5,1,0,0,0
1100112060.mp4,1,0,0,1,1,0,0,0
1100112061.mp4,4,0,0,1,1,0,0,0
1100112062.mp4,0,0,0,0,1,0,0,0
1100112063.mp4,0,0,0,0,1,0,0,0
1100112064.mp4,0,0,0,0,1,0,0,0
1100112065.mp4,0,0,0,1,1,0,0,0
1100112066.mp4,2,0,0,1,1,0,0,0
1100112068.mp4,0,0,0,3,1,0,0,0
1100121002.mp4,0,0,0,9,1,0,0,1
1100121003.mp4,1,0,0,6,1,0,0,0
1100121004.mp4,0,0,0,5,1,0,0,0
1100121005.mp4,0,0,0,8,1,0,0,0
1100121006.mp4,1,0,0,6,1,0,0,0
1100121007.mp4,2,0,0,4,1,0,0,0
1100121008.mp4,2,0,0,6,1,0,0,0
1100121009.mp4,4,0,0,2,1,0,0,0
1100121010.mp4,7,0,0,1,1,0,0,0
1100121011.mp4,0,0,0,3,1,0,0,0
1100121012.mp4,0,0,0,2,1,0,0,0
1100121015.mp4,0,0,0,4,1,0,0,0
1100121016.mp4,0,0,0,1,1,0,0,0
1100121017.mp4,0,0,0,0,1,0,0,0
1100121018.mp4,1,0,5,14,1,0,0,0
1100121019.mp4,3,0,0,1,1,0,0,0
1100121020.mp4,5,0,0,4,1,0,0,0
1100121024.mp4,0,0,0,11,1,2,0,1
1100121025.mp4,0,1,6,15,1,0,0,0
1100121028.mp4,3,0,13,7,1,0,0,0
1100121031.mp4,0,0,12,2,1,0,0,0
1100121032.mp4,0,0,21,4,1,0,0,0
1100121033.mp4,0,0,14,2,1,0,0,0
1100121034.mp4,0,0,10,4,1,0,0,0
1100121035.mp4,0,0,22,3,1,0,0,0
1100121036.mp4,1,1,15,11,1,0,0,0
1100121038.mp4,0,0,0,5,1,0,0,0
1100121040.mp4,0,0,0,3,1,0,0,0
1100121041.mp4,0,0,1,9,1,0,0,0
1100121042.mp4,1,0,0,19,1,0,0,0
1100121044.mp4,0,0,3,7,1,0,0,0
1100121045.mp4,0,0,1,7,1,0,0,0
1100121047.mp4,1,0,0,1,1,0,0,0
1100121049.mp4,1,0,0,4,1,0,0,0
1100121050.mp4,0,0,0,1,1,0,0,0
1100121052.mp4,4,0,3,18,1,0,0,0
1100121053.mp4,1,0,0,4,1,0,0,0
1100121054.mp4,0,0,0,6,1,0,0,0
1100121056.mp4,0,0,1,5,1,0,0,0
1100121057.mp4,0,0,7,5,1,0,0,0
1100121059.mp4,0,0,2,1,1,0,0,0
1100121060.mp4,0,0,3,2,1,0,0,0
1100121061.mp4,1,0,5,7,1,0,0,0
1100121064.mp4,0,0,1,8,1,0,0,0
1100122001.mp4,1,1,1,5,1,1,0,0
1100122002.mp4,0,0,5,3,1,1,0,0
1100122003.mp4,0,0,21,2,1,1,0,0
1100122005.mp4,1,0,2,3,1,0,0,0
1100122006.mp4,1,0,0,2,1,0,0,0
1100122007.mp4,0,0,6,5,1,0,0,0
1100122008.mp4,0,0,28,1,1,0,0,0
1100122009.mp4,0,0,2,8,1,0,0,0
1100122010.mp4,0,0,0,4,1,2,0,0
1100122011.mp4,0,0,0,1,1,3,0,0
1100122012.mp4,0,0,0,2,1,5,0,0
1100122013.mp4,0,0,0,3,1,4,0,0
1100122014.mp4,0,1,3,23,1,9,0,0
1100122015.mp4,0,1,0,2,1,0,0,0
1100122017.mp4,1,0,3,4,1,0,0,0
1100122018.mp4,0,0,2,4,1,0,0,0
1100122019.mp4,0,0,14,6,1,0,0,0
1100122020.mp4,0,0,12,6,1,0,0,0
1100122021.mp4,0,0,11,6,1,0,0,0
1100122023.mp4,0,0,0,4,1,0,0,0
1100122024.mp4,0,0,0,12,1,0,0,0
1100122025.mp4,0,0,0,8,1,0,0,0
1100122026.mp4,0,0,0,4,1,0,0,0
1100122031.mp4,0,0,1,6,1,0,0,0
1100122032.mp4,0,0,1,7,1,0,0,0
1100122033.mp4,0,0,1,3,1,0,0,0
1100122034.mp4,0,0,1,4,1,0,0,0
1100122035.mp4,0,0,1,3,1,0,0,0
1100122036.mp4,0,0,1,2,1,0,0,0
1100122037.mp4,0,0,3,3,1,0,0,0
1100122038.mp4,0,0,1,3,1,0,0,0
1100122039.mp4,0,0,3,13,1,0,0,0
1100122040.mp4,0,0,0,7,1,0,0,0
1100122041.mp4,0,0,0,5,1,0,0,0
1100122045.mp4,0,0,1,13,1,0,0,0
1100122047.mp4,0,0,20,7,1,0,0,0
1100122048.mp4,0,0,0,4,1,0,0,0
1100122050.mp4,0,0,0,9,1,0,0,0
1100122051.mp4,0,0,0,3,1,0,0,0
1100122052.mp4,0,0,0,4,1,0,0,0
1100122053.mp4,0,0,1,14,1,0,0,0
1100122054.mp4,4,0,1,22,1,0,0,0
1100122056.mp4,0,0,9,9,1,0,0,0
1100131006.mp4,1,0,0,7,1,0,0,0
1100131007.mp4,0,0,0,4,1,0,0,0
1100131009.mp4,1,2,0,16,1,0,0,0
1100131010.mp4,0,0,0,8,1,0,0,0
1100131011.mp4,0,0,0,4,1,0,0,0
1100131012.mp4,0,0,0,11,1,0,0,0
1100131017.mp4,1,2,3,39,1,0,0,0
1100131019.mp4,0,0,11,1,1,0,0,0
1100141001.mp4,1,2,5,37,1,4,0,1
1100141002.mp4,0,0,4,18,1,6,0,0
1100141003.mp4,0,0,0,7,1,0,0,0
1100141004.mp4,0,0,0,18,1,0,0,0
1100141005.mp4,2,1,3,21,1,1,0,0
1100141006.mp4,0,1,2,28,1,0,0,0
1100141007.mp4,0,0,1,11,1,0,0,0
1100141008.mp4,0,0,2,13,1,0,0,0
1100141009.mp4,0,0,2,21,1,0,0,0
1100141010.mp4,0,0,2,13,1,0,0,0
1100141011.mp4,1,0,1,18,1,0,0,0
1100141012.mp4,5,3,2,23,1,0,0,0
1100141013.mp4,4,1,1,33,1,0,0,0
1100141014.mp4,0,3,1,26,1,0,0,0
1100141015.mp4,0,0,0,7,1,0,0,0
1100141016.mp4,1,1,10,19,1,0,0,0
1100141017.mp4,0,9,1,34,1,0,0,0
1100141019.mp4,1,0,1,26,1,0,0,0
1100141020.mp4,3,0,1,30,1,0,0,0
1100141021.mp4,5,0,1,30,1,0,0,0
1100141023.mp4,3,0,0,34,1,0,0,0
1100141027.mp4,0,0,0,23,1,0,0,0
1100141028.mp4,1,0,1,25,1,0,0,0
1100141029.mp4,2,0,0,22,1,0,0,0
1100141030.mp4,0,0,0,28,1,0,0,0
1100141031.mp4,0,0,0,18,1,0,0,0
1100141032.mp4,3,0,0,25,1,0,0,0
1100141033.mp4,1,0,0,18,1,0,0,0
1100141034.mp4,1,0,0,15,1,0,0,0
1100141035.mp4,4,5,1,37,1,0,0,0
1100141036.mp4,1,0,3,30,1,0,0,0
1100141039.mp4,0,0,0,14,1,0,0,1
1100141040.mp4,2,0,0,36,1,0,0,0
1100141042.mp4,0,0,0,36,1,0,0,0
1100141044.mp4,1,0,0,26,1,0,0,0
1100141045.mp4,0,0,0,9,1,0,0,0
1100141046.mp4,1,0,0,13,1,0,0,0
1100141049.mp4,4,1,3,36,1,0,0,0
1100141050.mp4,2,4,1,36,1,0,0,0
1100141052.mp4,3,3,5,29,1,0,0,1
1100141053.mp4,0,3,3,40,1,0,0,0
1100141054.mp4,9,3,7,28,1,0,0,0
1100141055.mp4,1,2,8,40,1,0,0,0
1100141056.mp4,1,0,0,34,1,0,0,0
1100141057.mp4,1,0,0,33,1,0,0,0
1100142002.mp4,0,1,2,33,1,0,0,0
1100142003.mp4,0,0,0,32,1,0,0,0
1100142004.mp4,0,0,0,32,1,0,0,0
1100142007.mp4,0,0,0,24,1,0,0,0
1100142008.mp4,0,0,0,26,1,0,0,0
1100142009.mp4,0,0,0,13,1,0,0,0
1100142010.mp4,0,0,0,20,1,0,0,0
1100142011.mp4,0,0,0,9,1,0,0,0
1100142013.mp4,0,0,0,9,1,0,0,0
1100142014.mp4,0,0,0,5,1,0,0,0
1100142015.mp4,0,0,0,13,1,0,0,0
1100142017.mp4,0,0,0,8,1,0,0,0
1100142018.mp4,0,0,0,19,1,0,0,0
1100142019.mp4,0,0,0,7,1,0,0,0
1100142021.mp4,0,0,0,24,1,0,0,0
1100142022.mp4,1,0,0,22,1,0,0,0
1100142023.mp4,2,0,0,23,1,0,0,0
1100142024.mp4,0,1,1,31,1,0,0,0
1100142027.mp4,0,0,0,14,1,0,0,0
1100142028.mp4,0,0,0,11,1,0,0,0
1100142029.mp4,0,0,0,11,1,1,0,0
1100142030.mp4,0,4,1,33,1,3,0,0
1100142031.mp4,0,0,0,16,1,1,0,0
1100142032.mp4,0,0,0,6,1,2,0,0
1100142033.mp4,1,0,0,27,1,2,0,0
1100142034.mp4,0,0,1,16,1,1,0,0
1100142035.mp4,0,0,0,6,1,1,0,0
1100142038.mp4,2,4,5,38,1,1,0,0
1100142041.mp4,0,0,7,39,1,0,0,0
1100142043.mp4,0,0,5,38,1,0,0,0
1100142044.mp4,0,0,18,27,1,0,0,0
1100142045.mp4,1,0,19,23,1,0,0,0
1100142046.mp4,0,0,18,43,1,2,0,0
1100142048.mp4,0,0,28,4,1,0,0,0
1100142049.mp4,0,0,5,4,1,0,0,0
1100142050.mp4,0,0,0,2,1,0,0,0
1100142051.mp4,0,0,0,6,1,0,0,0
1100142052.mp4,0,0,0,3,1,0,0,0
1100142053.mp4,0,0,0,10,1,0,0,0
1100142056.mp4,1,13,1,22,1,0,0,0
1100142057.mp4,0,7,1,21,1,0,0,0
1100142058.mp4,2,19,1,15,1,0,0,0
1100142059.mp4,2,8,1,23,1,0,0,0
1100142060.mp4,1,2,1,16,1,1,0,0
1100151003.mp4,3,2,2,15,1,0,0,1
1100151004.mp4,3,0,1,4,1,0,0,0
1100151008.mp4,2,1,5,18,1,1,0,0
1100151009.mp4,2,5,10,16,1,2,0,0
1100151010.mp4,3,2,6,18,1,2,0,0
1100151011.mp4,2,3,5,27,1,5,0,0
1100151012.mp4,2,1,1,15,1,3,0,0
1100151013.mp4,2,0,1,4,1,1,0,0
1100151014.mp4,2,0,7,5,1,0,0,0
1100151015.mp4,2,0,0,3,1,0,0,0
1100151016.mp4,3,0,5,25,1,7,0,0
1100151017.mp4,0,0,4,10,1,7,0,0
1100151018.mp4,4,0,20,8,1,4,0,0
1100151019.mp4,1,0,2,5,1,4,0,0
1100151020.mp4,1,0,1,3,1,4,0,0
1100151021.mp4,2,0,1,6,1,11,0,0
1100151022.mp4,2,0,1,5,1,5,0,0
1100151023.mp4,3,0,1,4,1,3,0,0
1100151024.mp4,4,5,1,9,1,5,0,0
1100151028.mp4,5,1,2,19,1,1,0,0
1100151030.mp4,2,2,3,10,1,1,0,0
1100151032.mp4,1,1,6,15,1,0,0,0
1100151033.mp4,0,0,1,2,1,0,0,0
1100151035.mp4,0,1,1,5,1,0,0,0
1100151037.mp4,0,0,0,14,1,0,0,0
1100151038.mp4,1,1,2,15,1,0,0,0
1100151039.mp4,2,1,1,3,1,0,0,0
1100151040.mp4,2,1,1,4,1,0,0,0
1100151042.mp4,1,3,2,11,1,12,0,0
1100151043.mp4,2,4,3,20,1,4,0,0
1100151044.mp4,0,1,1,6,1,1,0,0
1100151047.mp4,0,1,1,2,1,7,0,0
1100151049.mp4,1,6,0,1,1,2,0,0
1100151050.mp4,1,10,5,17,1,8,0,0
1100151051.mp4,1,5,5,11,1,0,0,0
1100151052.mp4,0,0,0,0,1,0,0,0
1100151054.mp4,1,0,0,1,1,0,0,0
1100151055.mp4,3,0,1,9,1,1,0,0
1100151056.mp4,0,2,5,8,1,3,0,0
1100151057.mp4,2,4,7,10,1,3,0,0
1100151058.mp4,1,3,4,14,1,8,0,0
1100151062.mp4,0,1,1,4,1,1,0,0
1100152001.mp4,2,4,6,31,1,0,0,0
1100152004.mp4,0,1,1,17,1,2,0,0
1100152005.mp4,0,1,3,13,1,1,0,0
1100152006.mp4,3,3,5,23,1,3,0,0
1100152008.mp4,1,0,1,7,1,8,0,0
1100152009.mp4,2,2,3,17,1,4,0,0
1100152010.mp4,2,3,1,11,1,0,0,0
1100152013.mp4,2,0,4,21,1,0,0,0
1100152014.mp4,4,1,7,45,1,4,0,0
1100152015.mp4,4,0,1,11,1,0,0,0
1100152017.mp4,6,3,11,10,1,0,0,0
1100152019.mp4,5,3,1,10,1,1,0,0
1100152020.mp4,8,1,1,8,1,0,0,0
1100152022.mp4,8,0,1,14,1,2,0,1
1100152024.mp4,4,1,1,13,1,0,0,0
1100152025.mp4,3,1,1,10,1,0,0,0
1100152026.mp4,6,1,1,18,2,2,0,0
1100152027.mp4,3,1,1,10,1,0,0,0
1100152031.mp4,3,1,1,14,1,0,0,0
1100152032.mp4,4,1,2,9,1,0,0,0
1100152039.mp4,7,2,5,15,1,0,0,1
1100152040.mp4,3,3,3,16,1,0,0,0
1100152041.mp4,4,1,2,24,1,1,0,0
1100152042.mp4,5,2,1,8,1,0,0,0
1100152043.mp4,7,0,3,19,1,0,0,0
1100152048.mp4,5,0,5,13,1,0,0,0
1100152049.mp4,12,1,1,27,1,0,0,0
1100152050.mp4,7,1,2,16,1,0,0,0
1100152051.mp4,5,1,2,14,1,2,0,0
1100152055.mp4,1,0,1,5,1,7,0,0
1100152056.mp4,3,0,1,3,1,0,0,0
1100152061.mp4,2,5,2,15,1,0,0,0
1100152062.mp4,4,1,1,4,1,0,0,0
1100152067.mp4,5,1,2,20,3,4,0,0
1100152069.mp4,2,0,11,10,1,0,0,0
1100152070.mp4,3,1,7,8,1,0,0,0
1100161002.mp4,1,1,2,18,1,0,0,1
1100161004.mp4,0,1,1,6,1,0,0,0
1100161011.mp4,7,6,0,16,1,0,0,0
1100161012.mp4,2,1,1,9,1,0,0,0
1100161013.mp4,2,1,1,20,1,0,0,0
1100161014.mp4,1,1,1,15,1,0,0,0
1100161015.mp4,0,1,1,17,1,0,0,0
1100161016.mp4,0,1,1,21,1,0,0,0
1100161020.mp4,0,1,1,11,1,0,0,0
1100161021.mp4,1,1,1,15,1,0,0,0
1100161022.mp4,0,1,1,10,1,0,0,0
1100161023.mp4,4,1,1,15,1,0,0,0
1100161028.mp4,0,1,1,10,1,0,0,0
1100161029.mp4,1,1,1,12,1,0,0,0
1100161032.mp4,2,1,1,17,1,0,0,0
1100161035.mp4,0,1,4,14,1,0,0,0
1100161036.mp4,0,1,1,18,1,0,0,0
1100161038.mp4,0,1,1,14,1,0,0,0
1100161039.mp4,2,1,1,14,1,0,0,0
1100161041.mp4,0,1,1,12,1,0,0,0
1100161043.mp4,2,0,1,11,1,0,0,1
1100161044.mp4,6,0,4,19,1,0,0,0
1100161045.mp4,0,0,5,10,1,0,0,0
1100161046.mp4,0,0,3,18,1,0,0,0
1100161048.mp4,0,1,1,10,1,0,0,0
1100161050.mp4,1,3,8,36,1,0,0,0
1100161053.mp4,3,1,1,15,1,0,0,1
1100162005.mp4,10,1,1,17,1,0,0,0
1100162007.mp4,3,1,1,12,1,0,0,0
1100162011.mp4,0,1,1,8,1,0,0,0
1100162016.mp4,3,1,1,6,1,0,0,1
1100171001.mp4,4,2,6,30,1,4,0,1
1100171002.mp4,2,12,4,34,1,9,0,0
1100171004.mp4,1,5,6,31,1,12,0,0
1100171005.mp4,1,1,12,30,1,11,0,0
1100171007.mp4,1,3,4,42,1,11,0,0
1100171008.mp4,3,1,7,26,1,5,0,0
1100171009.mp4,2,1,10,20,1,4,0,0
1100171010.mp4,0,1,4,10,1,1,0,0
1100171011.mp4,3,2,4,5,1,3,0,0
1100171012.mp4,2,6,1,4,1,1,0,0
1100171013.mp4,3,2,2,6,1,1,0,0
1100171015.mp4,4,1,2,8,1,1,0,0
1100171016.mp4,1,1,5,6,1,1,0,0
1100171017.mp4,4,3,2,12,1,1,0,0
1100171019.mp4,1,1,1,5,1,1,0,0
1100171021.mp4,3,11,1,12,1,1,0,0
1100171022.mp4,2,1,1,9,1,1,0,0
1100171023.mp4,5,5,4,27,1,3,0,0
1100171031.mp4,0,1,7,22,1,0,0,0
1100171035.mp4,0,0,0,3,1,0,0,0
1100171036.mp4,1,3,1,4,1,0,0,0
1100171038.mp4,1,0,0,2,1,0,0,0
1100171039.mp4,1,0,0,3,1,0,0,0
1100171040.mp4,0,1,0,1,1,0,0,0
1100171041.mp4,0,6,0,2,1,0,0,0
1100171043.mp4,0,0,1,3,1,0,0,0
1100171045.mp4,3,7,4,25,1,9,0,0
1100171049.mp4,2,1,7,30,1,5,0,0
1100171055.mp4,2,0,2,11,1,0,0,0
1100171056.mp4,3,0,8,6,1,0,0,0
1100171057.mp4,0,0,4,1,1,0,0,0
1100171059.mp4,3,3,4,11,1,0,0,0
1100171061.mp4,2,3,0,10,1,2,0,0
1100171063.mp4,1,1,16,5,1,0,0,0
1100171064.mp4,0,1,2,0,1,0,0,0
1100171065.mp4,1,1,1,10,1,1,0,0
1100171067.mp4,0,1,1,4,1,0,0,0
1100171069.mp4,0,1,1,1,1,0,0,0
1100171070.mp4,0,1,1,5,1,0,0,0
1100171071.mp4,0,1,1,0,1,0,0,0
1100171072.mp4,0,1,1,7,1,0,0,0
1100171073.mp4,0,1,1,6,1,0,0,0
1100171074.mp4,0,1,1,5,1,0,0,0
1100171075.mp4,0,1,1,5,1,0,0,0
1100171076.mp4,0,1,1,5,1,0,0,0
1100171077.mp4,1,1,1,4,1,0,0,0
1100171078.mp4,0,1,1,3,1,0,0,0
1100171080.mp4,0,1,1,4,1,0,0,0
1100171083.mp4,0,5,2,11,1,2,0,0
1100172003.mp4,1,5,1,28,1,1,0,0
1100172004.mp4,3,1,2,37,1,14,0,0
1100172007.mp4,1,4,3,18,1,2,0,0
1100172012.mp4,2,5,3,20,1,3,0,0
1100172013.mp4,0,3,7,31,1,12,0,0
1100172014.mp4,0,13,4,28,1,10,0,0
1100172015.mp4,1,2,10,23,1,12,0,0
1100172016.mp4,2,4,8,31,1,12,0,0
1100172017.mp4,1,5,5,20,1,8,0,0
1100172018.mp4,2,4,4,29,1,3,0,0
1100172020.mp4,1,4,4,22,1,4,0,0
1100172021.mp4,3,4,5,22,1,1,0,0
1100172022.mp4,3,4,9,36,1,5,0,0
1100172026.mp4,2,1,12,37,1,13,0,0
1100172028.mp4,5,1,8,41,1,6,0,0
1100172030.mp4,1,1,3,24,1,10,0,0
1100172032.mp4,1,2,6,22,1,5,0,0
1100172033.mp4,2,4,7,19,1,7,0,0
1100172034.mp4,3,3,6,31,1,3,0,0
1100172035.mp4,1,2,4,20,1,6,0,0
1100172037.mp4,1,2,9,31,1,2,0,0
1100172039.mp4,2,3,8,45,1,12,0,0
1100172042.mp4,2,4,1,24,1,10,0,0
1100172043.mp4,3,1,8,32,1,7,0,0
1100172047.mp4,1,2,1,12,1,0,0,0
1100172050.mp4,2,0,2,12,1,0,0,0
1100172058.mp4,7,3,1,35,1,4,0,1
1100172063.mp4,1,5,0,19,1,1,0,0
1100172066.mp4,2,6,5,31,1,2,0,0
1100411010.mp4,9,7,6,11,1,6,0,1
1100411011.mp4,2,5,4,20,1,2,0,0
1100411012.mp4,2,1,1,3,1,1,0,0
1100411013.mp4,4,4,1,24,1,1,0,0
1100411015.mp4,4,1,1,6,1,1,0,0
1100411016.mp4,3,1,1,5,1,1,0,0
1100411018.mp4,4,1,1,18,1,1,0,0
1100411020.mp4,6,2,1,12,1,1,0,0
1100411023.mp4,4,1,3,22,1,1,0,1
1100411036.mp4,4,0,15,10,1,1,0,0
1100411041.mp4,9,1,2,42,4,1,0,1
1100411045.mp4,5,0,11,32,1,1,0,1
1100411047.mp4,4,4,1,29,1,1,0,0
1100411048.mp4,8,8,1,18,1,1,0,0
1100411049.mp4,10,1,1,55,1,1,0,0
1100411050.mp4,5,5,1,22,1,1,0,0
1100411051.mp4,10,8,1,50,1,1,0,0
1100411053.mp4,11,9,1,38,1,1,0,0
1100411054.mp4,7,0,1,33,1,1,0,0
1100411055.mp4,11,3,1,29,1,1,0,0
1100411057.mp4,11,0,1,26,1,1,0,0
1100412001.mp4,5,11,2,23,1,1,0,1
1100412003.mp4,4,2,1,12,1,1,0,0
1100412010.mp4,3,0,0,2,1,0,0,1
1100412018.mp4,6,2,3,14,1,0,0,1
1100412033.mp4,3,1,1,26,1,1,0,1
1100412038.mp4,7,1,1,15,1,1,0,0
1100412039.mp4,7,1,1,33,1,1,0,0
1100412040.mp4,7,1,1,28,1,1,0,0
1110031003.mp4,3,1,1,21,1,1,0,1
1110031007.mp4,3,0,12,15,1,0,0,0
1110031010.mp4,6,0,4,21,1,0,0,0
1110031011.mp4,7,3,2,27,1,2,0,0
1110031012.mp4,8,1,6,36,1,0,0,0
1110031014.mp4,11,1,2,25,1,0,0,1
1110031019.mp4,3,0,9,27,1,0,0,0
1110031020.mp4,9,1,2,28,1,0,0,0
1110031021.mp4,11,4,2,44,1,0,0,0
1110031025.mp4,2,2,3,20,1,1,0,0
1110031027.mp4,9,2,3,35,1,0,0,0
1110031031.mp4,7,2,3,25,1,0,0,0
1110031033.mp4,10,4,5,36,1,0,0,0
1110031037.mp4,7,0,8,36,1,0,0,0
1110031038.mp4,7,3,4,24,1,0,0,0
1110031039.mp4,9,6,8,33,1,1,0,0
1110031040.mp4,4,1,3,22,1,4,0,0
1110031042.mp4,10,1,1,32,1,1,0,0
1110031048.mp4,5,0,2,29,1,0,0,1
1110031049.mp4,5,0,1,27,1,0,0,0
1110031050.mp4,8,0,1,24,1,0,0,0
1110031056.mp4,5,0,1,31,1,0,0,1
1110031061.mp4,7,1,1,30,1,0,0,0
1110031062.mp4,4,1,1,43,1,0,0,0
1110031063.mp4,4,1,0,27,1,0,0,0
1110031064.mp4,2,2,4,26,1,0,0,0
1110031065.mp4,7,1,2,25,1,0,0,0
1110032002.mp4,3,0,1,20,1,0,0,0
1110032004.mp4,4,1,5,25,1,0,0,1
1110032006.mp4,0,0,10,14,1,0,0,0
1110032008.mp4,3,0,7,30,1,0,0,0
1110032010.mp4,2,0,8,7,1,0,0,0
1110032014.mp4,1,1,2,23,1,0,0,0
1110032015.mp4,1,0,8,3,1,0,0,0
1110032018.mp4,2,1,1,13,1,0,0,0
1110032019.mp4,1,0,0,5,1,0,0,0
1110032020.mp4,1,0,0,13,1,0,0,0
1110032021.mp4,3,0,0,8,1,0,0,0
1110032022.mp4,1,0,0,4,1,0,0,0
1110032023.mp4,2,0,0,7,1,0,0,0
1110032024.mp4,3,0,0,14,1,0,0,0
1110032025.mp4,1,0,0,4,1,0,0,0
1110032027.mp4,3,2,6,17,1,0,0,0
1110032029.mp4,2,0,0,4,1,0,0,0
1110032031.mp4,1,0,0,6,1,0,0,0
1110032032.mp4,1,0,0,3,1,0,0,0
1110032033.mp4,1,0,0,7,1,0,0,0
1110032034.mp4,5,0,3,41,1,0,0,0
1110032036.mp4,2,0,0,22,1,0,0,0
1110032037.mp4,2,0,1,25,1,0,0,0
1110032042.mp4,3,0,0,14,1,0,0,1
1110032043.mp4,1,0,0,8,1,0,0,0
1110032045.mp4,1,0,0,17,1,0,0,0
1110032047.mp4,2,0,4,24,1,0,0,0
1110032048.mp4,3,0,0,14,1,0,0,0
1110032049.mp4,1,0,0,28,1,0,0,0
1110032050.mp4,1,1,1,20,1,0,0,0
1110032051.mp4,0,0,0,9,1,0,0,0
1110032052.mp4,7,0,0,21,1,0,0,0
1110032053.mp4,4,0,0,18,1,0,0,0
1110032055.mp4,1,0,0,17,1,0,0,0
1110032056.mp4,2,0,3,14,1,0,0,0
1110032058.mp4,5,1,8,33,1,0,1,0
1110032059.mp4,3,0,0,11,1,0,0,0
1110032060.mp4,2,0,0,9,1,0,0,0
1110032061.mp4,1,0,2,19,1,0,0,0
1110032062.mp4,0,0,9,24,1,0,0,0
1110032063.mp4,2,0,8,12,1,0,0,0
1813740111.mp4,3,0,1,13,1,1,0,1
1813740112.mp4,4,0,1,14,1,1,0,0
1813740115.mp4,2,0,1,3,1,1,0,0
1813740116.mp4,4,1,1,15,1,1,0,0
1813740118.mp4,3,0,1,6,1,1,0,0
1813740119.mp4,0,0,1,3,1,1,0,0
1813740122.mp4,6,2,1,20,1,1,0,0
1813740123.mp4,7,1,1,19,1,1,0,0
1813740124.mp4,2,0,1,6,1,1,0,0
1813740126.mp4,5,0,1,7,1,1,0,0
1813740127.mp4,4,0,1,6,1,1,0,0
1813740128.mp4,1,0,1,8,1,1,0,0
1813740131.mp4,3,0,1,6,1,1,0,0
1813740133.mp4,2,0,1,4,1,1,0,0
1813740135.mp4,2,0,1,3,1,1,0,0
1813740137.mp4,6,2,1,13,1,1,0,0
1813740138.mp4,2,1,1,10,1,1,0,0
1813740143.mp4,6,2,1,15,1,1,0,0
1813740144.mp4,5,0,1,12,1,1,0,0
1813740149.mp4,3,0,1,5,1,1,0,0
181374015.mp4,6,3,1,31,1,1,0,0
1813740150.mp4,1,0,1,4,1,1,0,0
1813740153.mp4,3,0,1,14,1,1,0,0
1813740155.mp4,1,0,1,8,1,1,0,0
1813740157.mp4,7,4,1,19,1,1,0,0
1813740159.mp4,2,0,1,6,1,1,0,0
181374016.mp4,3,1,1,9,1,1,0,0
1813740162.mp4,4,0,1,5,1,1,0,0
1813740164.mp4,2,2,1,19,1,1,0,0
1813740165.mp4,3,6,1,13,1,1,0,0
1813740167.mp4,3,1,1,8,1,1,0,0
1813740168.mp4,5,2,1,11,1,1,0,0
1813740169.mp4,2,0,1,8,1,1,0,0
181374017.mp4,3,0,1,10,1,1,0,0
1813740171.mp4,3,0,1,5,1,1,0,0
1813740172.mp4,3,0,1,18,1,1,0,0
1813740173.mp4,4,2,1,17,1,1,0,0
1813740174.mp4,4,2,1,7,1,1,0,0
1813740176.mp4,1,1,1,8,1,1,0,0
1813740178.mp4,8,1,1,13,1,1,0,0
1813740179.mp4,5,5,1,20,1,1,0,0
1813740180.mp4,5,0,1,15,1,1,0,0
1813740181.mp4,8,0,1,12,1,1,0,0
1813740182.mp4,4,1,1,9,1,1,0,0
1813740183.mp4,4,1,1,7,1,1,0,0
1813740184.mp4,9,5,1,23,1,1,0,0
1813740185.mp4,6,6,1,18,1,1,0,0
181374019.mp4,4,0,1,10,1,1,0,0
1813740210.mp4,2,3,1,7,1,1,0,0
1813740211.mp4,0,0,1,5,1,1,0,0
1813740212.mp4,1,8,1,5,1,1,0,0
1813740213.mp4,1,6,1,19,1,1,0,0
1813740214.mp4,1,0,1,6,1,1,0,0
1813740218.mp4,0,0,1,9,1,1,0,0
1813740219.mp4,0,0,1,15,1,1,0,0
1813740220.mp4,2,0,1,24,1,1,0,0
